,distance from center,left,right
1221,-0.428368152198,827.549728289,457.754914938
1222,-0.429149034153,829.523809777,515.847485823
1223,-0.434131501256,827.806930217,537.608783245
1224,-0.443232775489,834.97525083,495.71805243
1225,-0.45050338243,867.238756338,457.017620713
1226,-0.455836987702,907.511775706,436.786834294
1227,-0.459767645996,981.319641911,412.193710123
1228,-0.463312543151,1074.68399805,382.689252547
1229,-0.467089194213,1166.11197772,374.163968525
1230,-0.4744096853,1255.04872038,355.25144374
1231,-0.480610500402,1307.85065376,341.568492704
1232,-0.476563095572,1279.93914952,391.662819706
1233,-0.473489029726,1215.1070483,461.223995779
1234,-0.469488772264,1141.36634123,574.855802311
1235,-0.473146972811,1075.7736048,624.883751839
1236,-0.47805855556,1065.16606325,640.472522303
1237,-0.483673559362,1114.0995645,605.204297251
1238,-0.486896707138,1256.02908475,570.53569781
1239,-0.490050348518,1492.80022016,542.652987256
1240,-0.492762024,1811.16829803,592.082446308
1241,-0.502610562549,2152.68605488,557.334834582
1242,-0.509471549806,2437.45514157,566.48162147
1243,-0.513182915702,2720.32704108,617.608516966
1244,-0.512994730718,3000.56080316,800.820057823
1245,-0.513646483197,3096.5805942,1096.56859392
1246,-0.523050444273,2955.75555857,1033.49609904
1247,-0.532492851021,2844.22796289,922.609390778
1248,-0.540308194351,2771.55969864,823.852716949
1249,-0.544614688886,2791.89694087,755.8804562
1250,-0.54788255848,2960.42952758,699.261915477
1251,-0.548918212936,3026.92499082,798.076110688
1252,-0.549914777464,2944.01949049,872.487748536
1253,-0.550803258014,2904.12348669,953.809535834
1254,-0.549451077423,3108.31374383,1084.15889091
1255,-0.544259891166,3350.97655277,1555.38172515
1256,-0.539749691452,3126.59616794,2394.38209972
1257,-0.544330123124,3038.35433677,1565.06057955
1258,-0.544284147975,3102.62820213,1361.616246
1259,-0.542205558067,3229.11177038,1219.03411773
